Walls,Value,Queens:
2308094843387117576,10,9809411735533650196
2308094843387117572,9,586030919765753873
2308094834797182976,9,10376865566748057602
2308094830502215680,10,9520900166798869520
2308094828354732032,10,594765980505219076
2308094827280990208,10,4904702028066078728
2308094826744119296,10,586171708810469380
2308094826475683840,10,109230166753936400
2308094826341466112,10,306253714703778312
2308094826274357248,9,585753824753356804
2308094826240802816,10,306535604345249796
2308094826224025600,10,4760309758362190880
2308094826215636992,10,4904842352700719112
2308094826211442688,10,5188432712515985412
2308094826209345536,10,585753893343338500
2308094826208296960,10,293156325821648900
2308094826207772672,10,288520930966380552
2308094826207510528,9,595047446683321345
2308094826207379456,10,1154188186025795586
2308094826207313920,9,293016009239953668
2308094826207264768,9,4616194570689446464
2308094826207256576,9,10376584087444915232
2308094826207252480,10,288529726918657040
2308094826207250432,9,10376865562453155848
2308094826207249408,10,5188437600414998532
2308094826207248896,10,293156232267833346
2308094826207248416,9,9809125861470240836
2308094826207248400,9,4760309758228439044
2308094826207248392,9,9800118799620509764
2308094826207248388,9,5188433194047242768
2308094821912281088,9,5188432712498677762
2308094819764797440,10,10376865566756446210
2308094818691055616,9,595056242745934880
2308094818154184704,10,586171708827246596
2308094817885749248,10,613070109195895312
2308094817751531520,10,9809411735550427664
2308094817684422656,10,586171657270854160
2308094817650868224,10,586171657270854160
2308094817634091008,9,1189522053041102849
2308094817625702400,9,10376865292876914692
2308094817621508096,9,10376865566748057602
2308094817619410944,9,9800395876589371680
2308094817618362368,10,5207428941615108
2308094817617838080,9,153127060397690882
2308094817617575936,10,1153519661481623556
2308094817617444864,9,10376865566748057602
2308094817617379328,9,5207428874371592
2308094817617330176,9,10376865292876914692
2308094817617321984,9,4760445548050252832
2308094817617317888,9,10376865292876914692
2308094817617315840,10,1189522326912246280
2308094817617314816,10,613070108662696480
2308094817617314304,9,595047446616212768
2308094817617313824,9,10376865429242118212
2308094817617313808,10,9800413348498507810
2308094817617313800,10,9800413348498507810
2308094817617313796,10,9800413348498507810
2308094815469830144,10,9520900158234038274
2308094814396088320,10,306543853098319880
2308094813859217408,10,586171708810469380
2308094813590781952,10,1172063042155839752
2308094813456564224,10,9809130260573717008
2308094813389455360,10,585753894408683780
2308094813355900928,10,9809130269146416144
2308094813339123712,9,585753894374672386
2308094813330735104,9,297659797535293456
2308094813326540800,9,9305562739718031424
2308094813324443648,9,153123761862804496
2308094813323395072,10,4904842206690935312
2308094813322870784,9,4900233062794725376
2308094813322608640,9,612775492138895392
2308094813322477568,10,612788625612292104
2308094813322362880,9,594492760197728258
2308094813322354688,9,585753825655228418
2308094813322350592,10,9800131865447842832
2308094813322348544,9,10376298214420128008
2308094813322347520,10,9800118799658127620
2308094813322347008,9,612775492138895392
2308094813322346528,9,585469120863078530
2308094813322346512,9,576882999165977633
2308094813322346504,9,10376579415558653986
2308094813322346500,9,585758232291574913
2308094812248604672,9,595047034323472448
2308094811711733760,10,9809402956637306896
2308094811443298304,10,613070109195911184
2308094811309080576,10,9809130268349433920
2308094811241971712,10,586171657270886416
2308094811208417280,10,586171657270886416
2308094811191640064,10,9516457865489940744
2308094811179057152,10,5188433194055631376
2308094811176960000,10,5188433194055631376
2308094811175911424,10,594765971915415556
2308094811175387136,9,9233505144883185728
2308094811175124992,9,5188151719078462480
2308094811174993920,9,10376865562461478914
2308094811174928384,10,9516457865489940744
2308094811174879232,10,595056242725527556
2308094811174871040,9,9809411735534175264
2308094811174866944,9,4689513858220425232
2308094811174864896,9,4900233603717824528
2308094811174863872,9,585608706247365248
2308094811174863360,9,9800395757365788944
2308094811174862880,10,9809130269146350736
2308094811174862864,10,9809411734484553796
2308094811174862856,10,586171657254109201
2308094811174862852,10,586171657254109201
2308094810637991936,9,4760306043217543172
2308094810369556480,10,4904422743539728400
2308094810235338752,9,594765971706626056
2308094810168229888,10,5765734662173507588
2308094810134675456,9,594484496746692610
2308094810117898240,10,306543853098319880
2308094810105315328,10,5188718654241640512
2308094810103218176,10,5188718654241640512
2308094810102169600,10,5188718654241640512
2308094810101645312,10,5188718654241640512
2308094810101383168,9,297239845313986564
2308094810101252096,9,5765733433680660544
2308094810101186560,9,9516457865481568264
2308094810101137408,9,4904422330689652864
2308094810101129216,9,293085854404969024
2308094810101125120,10,4904702019476406800
2308094810101123072,10,4904702019476406792
2308094810101122048,9,4900233603721465860
2308094810101121536,9,612788625612226568
2308094810101121056,10,5188718654241378372
2308094810101121040,10,5188718654241378372
2308094810101121032,10,595047034323472452
2308094810101121028,9,594765971707658258
2308094809832685568,10,586171708810469380
2308094809698467840,10,9809130269415055360
2308094809631358976,10,585753894408716292
2308094809597804544,10,586171657270854160
2308094809581027328,9,594765430749397252
2308094809572638720,10,9809411735550984224
2308094809568444416,10,586171708810469380
2308094809566347264,10,586171708810469380
2308094809565298688,10,586171708810469380
2308094809564774400,10,586039698696470560
2308094809564512256,10,586171708810469380
2308094809564381184,10,586171657270854160
2308094809564315648,10,586171708810469380
2308094809564266496,10,586171708810469380
2308094809564258304,10,4904422330687588384
2308094809564254208,10,585758232560304160
2308094809564252160,10,586171708810469380
2308094809564251136,10,585758232560304132
2308094809564250624,10,586171708810469380
2308094809564250144,10,586171708810469380
2308094809564250128,10,586171708810469380
2308094809564250120,10,586171708810469380
2308094809564250116,9,585608758839805986
2308094809430032384,10,1171226313840656904
2308094809362923520,10,1172062939076625440
2308094809329369088,10,586171657270854160
2308094809312591872,10,1172063042155839752
2308094809304203264,10,5765179408684159104
2308094809300008960,10,9800413349031723024
2308094809297911808,10,9800413349031723024
2308094809296863232,10,595055710151671824
2308094809296338944,9,5188850526894228496
2308094809296076800,10,4689513858214134800
2308094809295945728,10,4904422743539712528
2308094809295880192,10,613070109195911184
2308094809295831040,10,5765179408684159040
2308094809295822848,10,9800413349031723024
2308094809295818752,10,612507159242490384
2308094809295816704,10,612507159242490384
2308094809295815680,10,5765179408684158980
2308094809295815168,10,9800413349031723024
2308094809295814688,10,595055710686412944
2308094809295814672,9,586030971322105988
2308094809295814664,10,613070109195911184
2308094809295814660,10,613070109195911184
2308094809228705792,10,10377420576347660292
2308094809195151360,10,9516108246571024960
2308094809178374144,10,9809130269147399169
2308094809169985536,10,9809130269147399296
2308094809165791232,10,594765430749667336
2308094809163694080,10,9809130268341313544
2308094809162645504,10,594765430749667336
2308094809162121216,10,5188437050667573256
2308094809161859072,10,9516108247107903492
2308094809161728000,10,9516108246571024960
2308094809161662464,10,9516108247107903489
2308094809161613312,9,9371990860008792068
2308094809161605120,10,9800123197735059976
2308094809161601024,10,594765971974005256
2308094809161598976,10,9800123197735059976
2308094809161597952,10,594765422226579976
2308094809161597440,9,5188850526909112322
2308094809161596960,10,594765559389749896
2308094809161596944,10,594765559389749896
2308094809161596936,10,9809411735550427156
2308094809161596932,9,4900206805236318728
2308094809128042496,10,586171657270854160
2308094809111265280,10,9809125862543982852
2308094809102876672,10,9809125862544015364
2308094809098682368,10,585753894408716292
2308094809096585216,10,9808841105377200160
2308094809095536640,10,5188432712515985412
2308094809095012352,9,9229002671334236164
2308094809094750208,9,9809125862543982596
2308094809094619136,10,586171657270854160
2308094809094553600,10,9809402956637274372
2308094809094504448,9,585469069323960848
2308094809094496256,9,162147198117611552
2308094809094492160,9,1172062936936489984
2308094809094490112,9,5188850526909374468
2308094809094489088,9,297240049576345864
2308094809094488576,9,595038118491456784
2308094809094488096,9,5188146788464853648
2308094809094488080,9,613070108641984808
2308094809094488072,10,9809402956637274132
2308094809094488068,9,613070109178855688
2308094809077710848,10,9809130269146416144
2308094809069322240,10,586171657270854160
2308094809065127936,10,586171657270854160
2308094809063030784,10,586171657270854160
2308094809061982208,10,4904422743539712528
2308094809061457920,9,9808841105377069058
2308094809061195776,10,9809402956637274640
2308094809061064704,10,586171657270854160
2308094809060950016,10,586030919782531600
2308094809060941824,10,586030919782531600
2308094809060937728,10,586171657270854160
2308094809060935680,10,586171657270854160
2308094809060934656,10,586030919782531600
2308094809060934144,9,586171657270853648
2308094809060933664,10,586171657270854160
2308094809060933648,10,9800413348498507810
2308094809060933640,10,586171657270854160
2308094809060933636,10,9800413348498507810
2308094809052545024,9,297659797535293456
2308094809048350720,9,577094139796064320
2308094809046253568,9,9376495798843416584
2308094809045204992,9,4900233062794725376
2308094809044680704,9,5188850595745825808
2308094809044418560,9,10376584087478469633
2308094809044287488,10,612788625612292104
2308094809044172800,9,109247484999567424
2308094809044164608,9,9809121472248088640
2308094809044160512,10,9800131865447842832
2308094809044158464,9,297528121630917128
2308094809044157440,10,9371995227973755140
2308094809044156928,9,594765430749397252
2308094809044156448,9,585753894374672386
2308094809044156432,9,10376865292876775716
2308094809044156424,9,612779828984152340
2308094809044156420,9,9809125862509969426
2308094809037864960,9,9800413348498507808
2308094809036816384,9,9809402955563565072
2308094809036292096,9,1190111395568486528
2308094809036029952,9,10376579415559274500
2308094809035898880,9,5188719066550895136
2308094809035833344,9,9800118799658123528
2308094809035776000,10,1171221915726153760
2308094809035771904,9,5188850475369791504
2308094809035769856,9,293156223677661728
2308094809035768832,9,4904702019476390528
2308094809035768320,9,306535185317499008
2308094809035767840,10,9809130269146350736
2308094809035767824,9,10376302342923493508
2308094809035767816,10,586171657254109201
2308094809035767812,10,586171657254109201
2308094809033670656,9,586039697630040128
2308094809032622080,9,5188146779465516096
2308094809032097792,9,293085854404968968
2308094809031835648,9,9516106018003238916
2308094809031704576,9,293085828635165192
2308094809031639040,9,612788625612226568
2308094809031589888,9,5188718654233251904
2308094809031581696,10,9809130269146366992
2308094809031577600,10,4904702019476406800
2308094809031575552,10,9809130269146366992
2308094809031574528,9,585608707300672016
2308094809031574016,9,595038118491980048
2308094809031573536,9,594483955772686660
2308094809031573520,9,586039697629777988
2308094809031573512,10,9809130269146365972
2308094809031573508,9,612788625612226568
2308094809030524928,9,585753893343338496
2308094809030000640,9,586171639138419744
2308094809029738496,9,4689513987061056032
2308094809029607424,9,1171507653533245442
2308094809029541888,9,9800118799658123528
2308094809029492736,9,9232950987525719072
2308094809029484544,9,594479686333006112
2308094809029480448,9,585472418332616706
2308094809029478400,10,5764611925921505800
2308094809029477376,9,4760309208481013764
2308094809029476864,9,1171507653533245442
2308094809029476384,9,585472349743157378
2308094809029476368,10,9799837324682461480
2308094809029476360,9,10376579551928125472
2308094809029476356,9,288547585529088032
2308094809028952064,10,5188437050667573256
2308094809028689920,10,5765874169155748880
2308094809028558848,9,586171656201306624
2308094809028493312,9,586039697630040128
2308094809028444160,9,577041844337181728
2308094809028435968,9,586171708793226256
2308094809028431872,9,576478361688769040
2308094809028429824,10,5188437050667573256
2308094809028428800,10,5188432712515985412
2308094809028428288,9,577164509538951428
2308094809028427808,9,585758231494656080
2308094809028427792,9,10376865424963801156
2308094809028427784,9,586171707736719380
2308094809028427780,9,4904701469728965136
2308094809028165632,9,324575866916966404
2308094809028034560,9,153127060397690882
2308094809027969024,9,1189240582359482656
2308094809027919872,9,9516108246037825568
2308094809027911680,9,585890172886056968
2308094809027907584,9,1170938137044648976
2308094809027905536,9,612788625612226568
2308094809027904512,9,5188155575690862596
2308094809027904000,9,612788625612226562
2308094809027903520,9,1172062936936488968
2308094809027903504,9,293156222608081448
2308094809027903496,9,612493947507378210
2308094809027903492,9,9799841722758348810
2308094809027772416,9,9808841105377067528
2308094809027706880,9,5188850526909374465
2308094809027657728,9,595055710149052448
2308094809027649536,9,4904560736126108704
2308094809027645440,10,5765874169155748880
2308094809027643392,9,5188850526909374468
2308094809027642368,9,91216034430197764
2308094809027641856,9,612775492138960928
2308094809027641376,9,577094139796070408
2308094809027641360,9,612775492138960928
2308094809027641352,9,586171657253553169
2308094809027641348,9,9808841105377067528
2308094809027526656,9,5188151306250912264
2308094809027518464,9,5188718654234034720
2308094809027514368,9,5188709858141045264
2308094809027512320,9,585890172885795336
2308094809027511296,10,613070108662696480
2308094809027510784,9,577094139796005128
2308094809027510304,9,5188287516945482768
2308094809027510288,10,613070108662694440
2308094809027510280,10,9800413348498507810
2308094809027510276,10,9800413348498507810
2308094809027461120,9,594476387798122760
2308094809027452928,9,9799834026143400200
2308094809027448832,9,10376865292876783876
2308094809027446784,9,306253579620983048
2308094809027445760,10,9371995227973755140
2308094809027444768,9,10376865424963797316
2308094809027444752,10,613070108662695969
2308094809027444744,10,613070108662695969
2308094809027444740,10,613070108662695969
2308094809027403776,9,595055710149052448
2308094809027399680,9,9304445635905192976
2308094809027397632,9,585753825655685648
2308094809027396608,9,594483955772694788
2308094809027396096,9,612775492138960928
2308094809027395600,9,595055692969713668
2308094809027395592,9,9809411734476165188
2308094809027395588,9,594479686333006088
2308094809027391488,9,9809411735534175248
2308094809027389440,9,9809411735534175264
2308094809027388416,9,324575866916966404
2308094809027387904,9,306543852563466242
2308094809027387408,10,594492760197728290
2308094809027387400,10,594492760197728290
2308094809027387396,10,594492760197728290
2308094809027385344,9,594483955772694788
2308094809027384320,9,595055710149574660
2308094809027383808,9,595056242708260866
2308094809027383312,9,594479686333006088
2308094809027383304,9,9516108212194525456
2308094809027383300,9,585476756242187281
2308094809027382272,9,5188850526909374472
2308094809027381760,9,9516108212194525448
2308094809027381280,9,585890232776802312
2308094809027381264,9,297246377942991368
2308094809027381256,9,9809130268072625168
2308094809027380736,9,5188850526909374466
2308094809027380256,9,577032635805864004
2308094809027380240,9,577032635805864004
2308094809027380232,9,9809402955563532308
2308094809027379744,9,586039697621651522
2308094809027379728,10,9800413348498507810
2308094809027379720,10,9800413348498507810
2308094809027379224,9,613070108645918753
2307672596562313216,9,10376583952117940228
2307602227818135552,10,4758194912072041536
2307567043446046720,9,9369810561719738372
2307549451260002304,10,4904706417522901520
2307540655166980096,9,146403821797640256
2307536257120468992,9,162148297612462082
2307534058097213440,9,148760660136960002
2307532408829771776,9,10376583952117940228
2307532133951864832,10,4904842215798620168
2307531996512911360,10,9520900166800901136
2307531927793434624,10,4904706417522901520
2307531893433696256,10,4758054193877485570
2307531876253827072,10,4904706417019592708
2307531867663892480,9,9369809415500337152
2307531863368925184,9,9520895760162426882
2307531861221441536,9,9808844391829241858
2307531860147699712,10,4758054176731169856
2307531859610828800,9,162134124252889352
2307531859342393344,10,4904706417522901520
2307531859208175616,10,9369741498981097480
2307531859141066752,9,153263143089865232
2307531859107512320,9,9369740141972832272
2307531859090735104,9,324575866916966404
2307531859082346496,9,9297751817167442048
2307531859078152192,10,4760309209017877056
2307531859076055040,9,9516391885661407264
2307531859075006464,10,4904706417522901520
2307531859074482176,10,9369740141708576800
2307531859074220032,10,9369741498714752016
2307531859074088960,9,4758055207488000002
2307531859074023424,9,324549719187522064
2307531859073974272,9,9369740399169504320
2307531859073966080,9,585472354974466592
2307531859073961984,10,4904706417522901520
2307531859073959936,9,4904705867230249480
2307531859073958912,9,9371995227973754884
2307531859073958400,9,9376503229943120897
2307531859073957920,9,293085828627038344
2307531859073957904,9,4760309208606343202
2307531859073957896,9,9367504834317518882
2307531859073957892,9,4904706417522901504
2307144830980980736,10,9516462256548874272
2307127238794936320,10,9516178614786199556
2307118442701914112,9,9369810510182121488
2307114044655403008,9,324297106389024784
2307111845632147456,9,9520899894069444608
2307110746120519680,9,1189240579138142212
2307109784047845376,10,324576416672777248
2307109715328368640,10,4904706417522901520
2307109680968630272,10,10376865566756446216
2307109663788761088,10,4904706417019592708
2307109655198826496,10,10376865566756446210
2307109650903859200,9,594774227102532736
2307109647145762816,9,9520618683250016288
2307109646877327360,10,9516108761967116304
2307109646743109632,10,9520899894069444616
2307109646676000768,9,9376503225648153728
2307109646642446336,10,9516108761501009922
2307109646625669120,9,9520895760196468736
2307109646613086208,9,9369809412817944848
2307109646610989056,10,9516392435417221152
2307109646609940480,10,4904706417522901520
2307109646609416192,10,9516392435417221152
2307109646609154048,10,9520895760196468752
2307109646609022976,9,10376865562461478914
2307109646608957440,9,9520895760196468736
2307109646608908288,9,9809402939440202768
2307109646608900096,10,9809402943736153120
2307109646608896000,10,4904706417522901520
2307109646608893952,10,9516108761950339332
2307109646608892928,9,292804353249542404
2307109646608892416,9,9516108761430245380
2307109646608891936,9,10376302342923493508
2307109646608891920,10,9516392435417090082
2307109646608891912,10,9516392435417090082
2307109646608891908,10,9516392435417090082
2307074462236803072,9,4904706417522901504
2307056870050758656,10,5765346413102235920
2307048073957736448,10,4758230045141499912
2307043675911225344,9,4899927664590327936
2307041476887969792,10,4904706417522901568
2307040377376342016,10,5188573518719094785
2307039827620528128,10,4758194914185970752
2307039552742621184,10,4904424946841158208
2307039415303667712,10,4904424946841158208
2307039346584190976,10,4904424946841158208
2307039312224452608,10,4904424946841158208
2307039295044583424,10,4904706417522901568
2307039286454648832,10,4614676711533973506
2307039282159681536,10,5188573518719094785
2307039280012197888,9,4900373800278818824
2307039278938456064,9,4900373800278818824
2307039278401585152,10,5765346400217341956
2307039278133149696,10,4904706417522917392
2307039277998931968,10,4900347411995828232
2307039277931823104,10,4904565134174716960
2307039277898268672,10,5765320011938013186
2307039277881491456,10,4760449947034722305
2307039277873102848,9,4900373800278818824
2307039277868908544,9,5765205662729011204
2307039277866811392,10,4686031146445702176
2307039277865762816,10,4758228932744974340
2307039277865238528,9,4900373800278819840
2307039277864976384,10,4904565134174716448
2307039277864845312,9,4900373800278818824
2307039277864779776,10,4760449947034722305
2307039277864730624,9,4900373800278818824
2307039277864722432,10,4904706417522901568
2307039277864718336,10,4904706417522901520
2307039277864716288,10,4904565134036836872
2307039277864715264,10,4904706416989702688
2307039277864714752,9,4900373800278818824
2307039277864714272,9,4900373800278818824
2307039277864714256,10,4904706416989702178
2307039277864714248,10,4904706416989702178
2307039277864714244,10,4904565134174715938
2307021685678669824,10,9520900158278074896
2307012889585647616,9,612775492138960928
2307008491539136512,9,9520620882272452640
2307006292515880960,9,4900343073844240384
2307005193004253184,10,9520900158225911810
2307004643248439296,10,9516462256548874272
2307004368370532352,10,4904565134573699648
2307004230931578880,10,9520900166800901136
2307004162212102144,10,9520900166800901136
2307004127852363776,10,9520618692090798088
2307004110672494592,10,9520895554038013956
2307004102082560000,9,9520618683251032592
2307004097787592704,10,9520900158225911810
2307004095640109056,10,9516180783853895712
2307004094566367232,10,4904424399232827968
2307004094029496320,9,292806580070776864
2307004093761060864,10,9516180784390606850
2307004093626843136,10,9520900158477574152
2307004093559734272,10,9809125998912868356
2307004093526179840,9,9809402956099879440
2307004093509402624,10,585894699546447873
2307004093501014016,10,9516180783853895712
2307004093496819712,10,9516457865481830408
2307004093494722560,9,9808844456252743682
2307004093493673984,10,4904706417522901520
2307004093493149696,9,4900057140793771024
2307004093492887552,10,9809125998912868356
2307004093492756480,9,9520895760196436480
2307004093492690944,10,585894699546447873
2307004093492641792,9,9232951119611957312
2307004093492633600,9,9520609629978509840
2307004093492629504,10,4904706417522901520
2307004093492627456,10,4904565134036836872
2307004093492626432,10,9809125998912868356
2307004093492625920,9,595056242725232642
2307004093492625440,9,324549719187522064
2307004093492625424,9,9520895554037481512
2307004093492625416,9,9520618683234255889
2307004093492625412,9,9520900158209134594
2306995297399603200,10,4904706417522901520
2306990899353092096,9,9516108349117042692
2306988700329836544,10,4904846742291353600
2306987600818208768,10,9516462259233230848
2306987051062394880,10,4904563068174078080
2306986776184487936,11,4904846674511398944
2306986638745534464,10,9520900166800901136
2306986570026057728,10,4904565271609610240
2306986535666319360,10,4904424534121255040
2306986518486450176,10,4904846673471086600
2306986509896515584,10,4904562965094862850
2306986505601548288,10,4904842241048317954
2306986503454064640,10,4904565267314671632
2306986502380322816,10,4904846742161195528
2306986501843451904,10,4900347540645347856
2306986501575016448,10,4904422228143378560
2306986501440798720,10,306535185385521672
2306986501373689856,10,4904706417522901520
2306986501340135424,10,4904562999523540994
2306986501323358208,10,4904842215530168584
2306986501314969600,10,4904842215530201096
2306986501310775296,10,4904705867775476240
2306986501308678144,10,5764651508071276548
2306986501307629568,10,4904562999440179472
2306986501307105280,10,5765179408668426504
2306986501306843136,10,4904565267314642945
2306986501306712064,10,4904706417522901520
2306986501306646528,10,4900241858887680260
2306986501306597376,10,9516180784256520256
2306986501306589184,10,4904706004668811296
2306986501306585088,10,4904706417522901520
2306986501306583040,10,4900065937019117832
2306986501306582016,10,5765179408667382020
2306986501306581504,10,4904560740421076240
2306986501306581024,10,4904706417522901520
2306986501306581008,10,4904562930986778920
2306986501306581000,10,4904706417522901520
2306986501306580996,10,4904422228134724625
2306982103260069888,9,9516387522008056864
2306979904236814336,9,594779165812072448
2306978804725186560,9,9516462259233095688
2306978254969372672,9,5188573450003808264
2306977980091465728,10,4758089857408960512
2306977842652512256,9,4758089307382644752
2306977773933035520,10,594779166315381264
2306977739573297152,9,4758089307648983048
2306977722393427968,10,4904706417019592708
2306977713803493376,9,576483297124155968
2306977709508526080,9,9371991958966305856
2306977707361042432,9,5188573450003808264
2306977706287300608,9,595056242725494788
2306977705750429696,10,586171708810469380
2306977705481994240,10,292808747535962240
2306977705347776512,9,9372062327710679048
2306977705280667648,9,9371995227973754884
2306977705247113216,10,586171657270854160
2306977705230336000,9,9516180784256450568
2306977705221947392,9,4758089307648983048
2306977705217753088,9,9520612086179708944
2306977705215655936,9,585613091526414338
2306977705214607360,10,4904560740421141520
2306977705214083072,9,292738923719952416
2306977705213820928,9,612793014569404448
2306977705213689856,9,4760305923367371272
2306977705213624320,9,4760449945960980481
2306977705213575168,9,585613092462264896
2306977705213566976,9,9369739042461597968
2306977705213562880,10,4904706417522901520
2306977705213560832,10,4904565134036836872
2306977705213559808,9,292738923615494404
2306977705213559296,9,4758054125158008834
2306977705213558816,9,292804353650327944
2306977705213558800,9,612775492138960928
2306977705213558792,9,292806577923325984
2306977705213558788,9,594497690801342498
2306975506190303232,9,324575866916966404
2306974406678675456,9,324575866916966404
2306973856922861568,9,9520620882272194688
2306973582044954624,10,4904842215798620168
2306973444606001152,10,9520900166800901136
2306973375886524416,9,9516457891251621888
2306973341526786048,9,1153211923853230088
2306973324346916864,9,306535604345118724
2306973315756982272,9,4758089839991063552
2306973311462014976,9,297528121371136002
2306973309314531328,9,9520620882272194688
2306973308240789504,9,4758089840229089284
2306973307703918592,9,1188986620976570372
2306973307435483136,10,292806578460168320
2306973307301265408,9,9511892959222833160
2306973307234156544,9,297239845313986564
2306973307200602112,10,324270443250844176
2306973307183824896,9,146438527014404356
2306973307175436288,9,9369810510182121488
2306973307171241984,9,4904701478310264840
2306973307169144832,9,4686031146441507872
2306973307168096256,9,4900059399829585936
2306973307167571968,9,297246382238220296
2306973307167309824,9,324549719187522064
2306973307167178752,9,288268309374240770
2306973307167113216,9,293085828627038472
2306973307167064064,9,595056243245122624
2306973307167055872,9,297248845417681024
2306973307167051776,9,1153519657186525456
2306973307167049728,9,10376856509132325128
2306973307167048704,9,324575866916966404
2306973307167048192,9,586171656200785922
2306973307167047712,9,324575866916966404
2306973307167047696,9,292876946654626849
2306973307167047688,9,324270443234066449
2306973307167047684,9,297248845417681024
2306971657899606016,9,9376500196663361544
2306971383021699072,10,595056251835057216
2306971245582745600,10,9520900166800901136
2306971176863268864,10,1171507793044312068
2306971142503530496,10,4758089857404897280
2306971125323661312,10,4904706417019592708
2306971116733726720,9,146508842342023712
2306971112438759424,9,153127954682021890
2306971110291275776,10,4758089839991063680
2306971109217533952,10,4758194912072041536
2306971108680663040,9,9809402948030104592
2306971108412227584,10,4904842215397786640
2306971108278009856,10,9809402956637274640
2306971108210900992,10,4760310441262088196
2306971108177346560,9,4904706417522901504
2306971108160569344,9,4758054655618974721
2306971108152180736,10,4758089839991063680
2306971108147986432,10,4904706417522901568
2306971108145889280,9,9579220204523522
2306971108144840704,10,4904706417522901520
2306971108144316416,10,297527857214930952
2306971108144054272,10,9371995227973885956
2306971108143923200,9,1171507653533245442
2306971108143857664,9,1171507653533245442
2306971108143808512,10,4758194912072041536
2306971108143800320,9,9809402955567206402
2306971108143796224,10,9520899891921962000
2306971108143794176,9,4904842206672069128
2306971108143793152,9,9367491760453849348
2306971108143792640,9,4904842215261741064
2306971108143792160,9,324575866916966404
2306971108143792144,9,9516387487679776834
2306971108143792136,9,9367497257974382612
2306971108143792132,9,153131458318569602
2306970558387978240,9,4614641576549876768
2306970283510071296,10,4904706421817868800
2306970146071117824,10,4900233612810585104
2306970077351641088,10,9520900158225911810
2306970042991902720,10,9520900167067238664
2306970025812033536,10,612775496433934340
2306970010779648000,9,9228508959550218248
2306970009705906176,10,4904705872069919240
2306970009169035264,9,81205540578984976
2306970008900599808,10,293085854413623298
2306970008766382080,10,9516387522524480064
2306970008699273216,10,4900202338503360772
2306970008640552960,9,4904705872062054912
2306970008636358656,9,10376583817900212228
2306970008634261504,10,4904705872062055040
2306970008633212928,10,9516457861186719748
2306970008632688640,9,576812664819353602
2306970008632426496,10,9516391889956374560
2306970008632180736,10,4904705872062055040
2306970008632172544,9,324549719187522064
2306970008632168448,10,4904706417522901520
2306970008632166400,10,4904705872062054920
2306970008632165376,10,9800118799658127620
2306970008632164864,9,4900338675799294977
2306970008632164384,10,293085828627038600
2306970008632164368,10,297528121371136130
2306970008632164360,10,297528121371136130
2306970008632164356,10,4900202338469349410
2306969733754257408,10,4904842215798620168
2306969596315303936,10,9520900166807192592
2306969527595827200,10,9520891370974511112
2306969493236088832,10,1189522326920634376
2306969476056219648,9,10376302481436196868
2306969467466285056,10,10376865566756446210
2306969463171317760,9,9371992061529557120
2306969461023834112,9,9520895760196468736
2306969459950092288,9,10376583952117940228
2306969459413221376,10,297659858772574212
2306969459144785920,9,10376583952117927940
2306969459010568192,10,586171657270886416
2306969458943459328,9,4686136169094975490
2306969458909904896,9,10376865562461478914
2306969458893127680,9,594774227102532736
2306969458880544768,9,10376583952117940228
2306969458878447616,9,10376583952117940228
2306969458877399040,9,5188850526917238788
2306969458876874752,9,9369740141708445728
2306969458876612608,10,9520895760196468752
2306969458876481536,9,10376865562461478914
2306969458876416000,9,9372061227687092228
2306969458876366848,9,9511954291120705540
2306969458876358656,10,9809402943736153120
2306969458876354560,10,4904560740421108752
2306969458876352512,10,9520895760196468752
2306969458876351488,9,4616893442952560648
2306969458876350976,9,5188850526917238786
2306969458876350496,9,10376302342923493508
2306969458876350480,9,9520609629462073474
2306969458876350472,9,9520900158208872578
2306969458876350468,9,9516387487681874050
2306969321437396992,10,4904424946841158208
2306969252717920256,10,4904424946841158208
2306969218358181888,10,4904424946841158208
2306969201178312704,10,4904706417023255584
2306969192588378112,10,4758054673036870176
2306969188293410816,10,4904842215798620168
2306969186145927168,10,4904842215798620168
2306969185072185344,10,4904702028066078728
2306969184535314432,9,5188850527982592004
2306969184266878976,10,18595508138819600
2306969184132661248,10,5188850527983116292
2306969184065552384,10,4904424946442175520
2306969184031997952,10,4904422743539466242
2306969184015220736,10,4904424946841158208
2306969184002637824,10,4904424946841158208
2306969184000540672,10,4904424946841158208
2306969183999492096,10,4904842215798620168
2306969183998967808,10,4758054673036871712
2306969183998705664,10,4760309758366319648
2306969183998574592,10,4904424946841158208
2306969183998509056,10,4904424946841158208
2306969183998459904,10,4904424946841158208
2306969183998451712,10,4904424946841158208
2306969183998447616,10,594493301881652240
2306969183998445568,10,4904560736527204872
2306969183998444544,10,4904424946841158208
2306969183998444032,10,4904842215798620162
2306969183998443552,10,4904424946841158208
2306969183998443536,10,4904842215798620168
2306969183998443528,10,4904424946442174498
2306969183998443524,10,4904424946442174498
2306969115278966784,10,9520900166800901136
2306969080919228416,10,4686031163855341600
2306969063739359232,10,9520900166800901136
2306969055149424640,10,4758088212709117954
2306969050854457344,10,9520900166800901136
2306969048706973696,10,9520900166800901136
2306969047633231872,10,4904424946841158208
2306969047096360960,10,9520900166800901136
2306969046827925504,10,9520900166800901136
2306969046693707776,11,9520900167067508744
2306969046626598912,10,9520900166800901136
2306969046593044480,10,9520900166800901136
